"TBLID","ORDER","Column heading for transposed file","LINE_TYPE","indent","Description","Census variable codes",,
"S10712",169,"T12est.169","D",4,"Renter occupied; AND Structure built between 1960 and 1979; AND household income is greater than 120% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50% ","30.1 <= GRPI <= 50",,
"S10712",170,"T12est.170","D",4,"Renter occupied; AND Structure built between 1960 and 1979; AND household income is greater than 120% of HAMFI; AND housing cost burden is greater than 50% ","GRPI>50",,
"S10712",171,"T12est.171","D",4,"Renter occupied; AND Structure built between 1960 and 1979; AND household income is greater than 120% of HAMFI; AND housing cost burden not computed ","GRPI=.",,
"S10712",172,"T12est.172","S",2,"Renter occupied; AND Structure built between 1940 and 1959","YBL=7:8",,
"S10712",173,"T12est.173","S",3,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is than or equal to 50% of HAMFI","HUD50=1",,
"S10712",174,"T12est.174","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is than or equal to 50% of HAMFI; AND housing cost burden is less than or equal to 30% ","0<GRPI<=30",,
"S10712",175,"T12est.175","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is than or equal to 50% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50% ","30.1 <= GRPI <= 50",,
"S10712",176,"T12est.176","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is than or equal to 50% of HAMFI; AND housing cost burden is greater than 50% ","GRPI>50",,
"S10712",177,"T12est.177","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is than or equal to 50% of HAMFI; AND housing cost burden not computed ","GRPI=.",,
"S10712",178,"T12est.178","S",3,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 50% but less than 80% of HAMFI","HUD50=0 AND HUD80=1",,
"S10712",179,"T12est.179","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 50% but less than 80% of HAMFI; AND housing cost burden is less than or equal to 30% ","0<GRPI<=30",,
"S10712",180,"T12est.180","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 50% but less than 80% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50% ","30.1 <= GRPI <= 50",,
"S10712",181,"T12est.181","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 50% but less than 80% of HAMFI; AND housing cost burden is greater than 50% ","GRPI>50",,
"S10712",182,"T12est.182","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 50% but less than 80% of HAMFI; AND housing cost burden not computed ","GRPI=.",,
"S10712",183,"T12est.183","S",3,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 80% but less than 120% of HAMFI","HUD80=0 AND HUD120=1",,
"S10712",184,"T12est.184","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 80% but less than 120% of HAMFI; AND housing cost burden is less than or equal to 30% ","0<GRPI<=30",,
"S10712",185,"T12est.185","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 80% but less than 120% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50% ","30.1 <= GRPI <= 50",,
"S10712",186,"T12est.186","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 80% but less than 120% of HAMFI; AND housing cost burden is greater than 50% ","GRPI>50",,
"S10712",187,"T12est.187","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 80% but less than 120% of HAMFI; AND housing cost burden not computed ","GRPI=.",,
"S10712",188,"T12est.188","S",3,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 120% of HAMFI","HUD120=0",,
"S10712",189,"T12est.189","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 120% of HAMFI; AND housing cost burden is less than or equal to 30% ","0<GRPI<=30",,
"S10712",190,"T12est.190","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 120% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50% ","30.1 <= GRPI <= 50",,
"S10712",191,"T12est.191","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 120% of HAMFI; AND housing cost burden is greater than 50% ","GRPI>50",,
"S10712",192,"T12est.192","D",4,"Renter occupied; AND Structure built between 1940 and 1959; AND household income is greater than 120% of HAMFI; AND housing cost burden not computed ","GRPI=.",,
"S10712",193,"T12est.193","S",2,"Renter occupied; AND Structure built in 1939 or earlier","YBL=9",,
"S10712",194,"T12est.194","S",3,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is than or equal to 50% of HAMFI","HUD50=1",,
"S10712",195,"T12est.195","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is than or equal to 50% of HAMFI; AND housing cost burden is less than or equal to 30% ","0<GRPI<=30",,
"S10712",196,"T12est.196","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is than or equal to 50% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50% ","30.1 <= GRPI <= 50",,
"S10712",197,"T12est.197","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is than or equal to 50% of HAMFI; AND housing cost burden is greater than 50% ","GRPI>50",,
"S10712",198,"T12est.198","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is than or equal to 50% of HAMFI; AND housing cost burden not computed ","GRPI=.",,
"S10712",199,"T12est.199","S",3,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 50% but less than 80% of HAMFI","HUD50=0 AND HUD80=1",,
"S10712",200,"T12est.200","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 50% but less than 80% of HAMFI; AND housing cost burden is less than or equal to 30% ","0<GRPI<=30",,
"S10712",201,"T12est.201","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 50% but less than 80% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50% ","30.1 <= GRPI <= 50",,
"S10712",202,"T12est.202","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 50% but less than 80% of HAMFI; AND housing cost burden is greater than 50% ","GRPI>50",,
"S10712",203,"T12est.203","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 50% but less than 80% of HAMFI; AND housing cost burden not computed ","GRPI=.",,
"S10712",204,"T12est.204","S",3,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 80% but less than 120% of HAMFI","HUD80=0 AND HUD120=1",,
"S10712",205,"T12est.205","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 80% but less than 120% of HAMFI; AND housing cost burden is less than or equal to 30% ","0<GRPI<=30",,
"S10712",206,"T12est.206","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 80% but less than 120% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50% ","30.1 <= GRPI <= 50",,
"S10712",207,"T12est.207","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 80% but less than 120% of HAMFI; AND housing cost burden is greater than 50% ","GRPI>50",,
"S10712",208,"T12est.208","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 80% but less than 120% of HAMFI; AND housing cost burden not computed ","GRPI=.",,
"S10712",209,"T12est.209","S",3,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 120% of HAMFI","HUD120=0",,
"S10712",210,"T12est.210","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 120% of HAMFI; AND housing cost burden is less than or equal to 30% ","0<GRPI<=30",,
"S10712",211,"T12est.211","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 120% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50% ","30.1 <= GRPI <= 50",,
"S10712",212,"T12est.212","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 120% of HAMFI; AND housing cost burden is greater than 50% ","GRPI>50",,
"S10712",213,"T12est.213","D",4,"Renter occupied; AND Structure built in 1939 or earlier; AND household income is greater than 120% of HAMFI; AND housing cost burden not computed ","GRPI=.",,
"S10713",1,"T13est.1","T",0,"Total: Occupied housing units",,,
"S10713",2,"T13est.2","S",1,"Owner occupied","TEN=1:2",,
"S10713",3,"T13est.3","S",2,"Owner occupied; AND Structure built in 2000 or later","YBL=1:2",,
"S10713",4,"T13est.4","D",3,"Owner occupied; AND Structure built in 2000 or later; AND household contains 1 or more children age 6 or younger","CHASCHL=1",,
"S10713",5,"T13est.5","D",3,"Owner occupied; AND Structure built in 2000 or later; AND household contains no children age 6 or younger","CHASCHL=0",,
"S10713",6,"T13est.6","S",2,"Owner occupied; AND Structure built between 1980 and 1999","YBL=3:4",,
"S10713",7,"T13est.7","D",3,"Owner occupied; AND Structure built between 1980 and 1999; AND household contains 1 or more children age 6 or younger","CHASCHL=1",,
"S10713",8,"T13est.8","D",3,"Owner occupied; AND Structure built between 1980 and 1999; AND household contains no children age 6 or younger","CHASCHL=0",,
"S10713",9,"T13est.9","S",2,"Owner occupied; AND Structure built between 1960 and 1979; ","YBL=5:6",,
"S10713",10,"T13est.10","D",3,"Owner occupied; AND Structure built between 1960 and 1979; AND household contains 1 or more children age 6 or younger","CHASCHL=1",,
"S10713",11,"T13est.11","D",3,"Owner occupied; AND Structure built between 1960 and 1979; AND household contains no children age 6 or younger","CHASCHL=0",,
"S10713",12,"T13est.12","S",2,"Owner occupied; AND Structure built between 1940 and 1959;","YBL=7:8",,
"S10713",13,"T13est.13","D",3,"Owner occupied; AND Structure built between 1940 and 1959; AND household contains 1 or more children age 6 or younger","CHASCHL=1",,
"S10713",14,"T13est.14","D",3,"Owner occupied; AND Structure built between 1940 and 1979; AND household contains no children age 6 or younger","CHASCHL=0",,
"S10713",15,"T13est.15","S",2,"Owner occupied; AND Structure built in 1939 or earlier","YBL=9",,
"S10713",16,"T13est.16","D",3,"Owner occupied; AND Structure built in 1939 or earlier;  AND household contains 1 or more children age 6 or younger","CHASCHL=1",,
"S10713",17,"T13est.17","D",3,"Owner occupied; AND Structure built in 1939 or earlier;  AND household contains no children age 6 or younger","CHASCHL=0",,
"S10713",18,"T13est.18","S",1,"Renter occupied","TEN=3:4",,
"S10713",19,"T13est.19","S",2,"Renter occupied; AND Structure built in 2000 or later","YBL=1:2",,
"S10713",20,"T13est.20","D",3,"Renter occupied; AND Structure built in 2000 or later; AND household contains 1 or more children age 6 or younger","CHASCHL=1",,
"S10713",21,"T13est.21","D",3,"Renter occupied; AND Structure built in 2000 or later; AND household contains no children age 6 or younger","CHASCHL=0",,
"S10713",22,"T13est.22","S",2,"Renter occupied; AND Structure built between 1980 and 1999","YBL=3:4",,
"S10713",23,"T13est.23","D",3,"Renter occupied; AND Structure built between 1980 and 1999; AND household contains 1 or more children age 6 or younger","CHASCHL=1",,
"S10713",24,"T13est.24","D",3,"Renter occupied; AND Structure built between 1980 and 1999; AND household contains no children age 6 or younger","CHASCHL=0",,
"S10713",25,"T13est.25","S",2,"Renter occupied; AND Structure built between 1960 and 1979; ","YBL=5:6",,
"S10713",26,"T13est.26","D",3,"Renter occupied; AND Structure built between 1960 and 1979; AND household contains 1 or more children age 6 or younger","CHASCHL=1",,
"S10713",27,"T13est.27","D",3,"Renter occupied; AND Structure built between 1960 and 1979; AND household contains no children age 6 or younger","CHASCHL=0",,
"S10713",28,"T13est.28","S",2,"Renter occupied; AND Structure built between 1940 and 1959;","YBL=7:8",,
"S10713",29,"T13est.29","D",3,"Renter occupied; AND Structure built between 1940 and 1959; AND household contains 1 or more children age 6 or younger","CHASCHL=1",,
"S10713",30,"T13est.30","D",3,"Renter occupied; AND Structure built between 1940 and 1979; AND household contains no children age 6 or younger","CHASCHL=0",,
"S10713",31,"T13est.31","S",2,"Renter occupied; AND Structure built in 1939 or earlier","YBL=9",,
"S10713",32,"T13est.32","D",3,"Renter occupied; AND Structure built in 1939 or earlier;  AND household contains 1 or more children age 6 or younger","CHASCHL=1",,
"S10713",33,"T13est.33","D",3,"Renter occupied; AND Structure built in 1939 or earlier;  AND household contains no children age 6 or younger","CHASCHL=0",,
"S10714A",1,"T14Aest.1","T",0,"Total: Vacant-for-sale housing units",,,
"S10714A",2,"T14Aest.2","D",1,"Vacant-for-sale; AND housing unit lacks complete kitchen or plumbing facilities","PLM=2 OR KIT=2",,
"S10714A",3,"T14Aest.3","S",1,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities","PLM=1 AND KIT=1",,
"S10714A",4,"T14Aest.4","S",2,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50","VHUD50=1",,
"S10714A",5,"T14Aest.5","D",3,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND number of bedrooms is 0 or 1","BDS<=1",,
"S10714A",6,"T14Aest.6","D",3,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND number of bedrooms is 2","BDS=2",,
"S10714A",7,"T14Aest.7","D",3,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND number of bedrooms is 3 or more","BDS>2",,
"S10714A",8,"T14Aest.8","S",2,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80","VHUD50=0 AND VHUD80=1",,
"S10714A",9,"T14Aest.9","D",3,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND number of bedrooms is 0 or 1","BDS<=1",,
"S10714A",10,"T14Aest.10","D",3,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND number of bedrooms is 2","BDS=2",,
"S10714A",11,"T14Aest.11","D",3,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND number of bedrooms is 3 or more","BDS>2",,
"S10714A",12,"T14Aest.12","S",2,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100","VHUD80=0 AND VHUD100=1",,
"S10714A",13,"T14Aest.13","D",3,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND number of bedrooms is 0 or 1","BDS<=1",,
"S10714A",14,"T14Aest.14","D",3,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND number of bedrooms is 2","BDS=2",,
"S10714A",15,"T14Aest.15","D",3,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is greater than VHUD80 but less than or equal to VHUD100; AND number of bedrooms is 3 or more","BDS>2",,
"S10714A",16,"T14Aest.16","S",2,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is greater than VHUD100","VHUD100=0",,"PLM=2 OR KIT=2"
"S10714A",17,"T14Aest.17","D",3,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND number of bedrooms is 0 or 1","BDS<=1",,"PLM=1 AND KIT=1"
"S10714A",18,"T14Aest.18","D",3,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND number of bedrooms is 2","BDS=2",,"VHUD50=1"
"S10714A",19,"T14Aest.19","D",3,"Vacant-for-sale; AND housing unit has complete kitchen and plumbing facilities; AND value is greater than VHUD100; AND number of bedrooms is 3 or more","BDS>2",,"HUD30=1"
"S10714B",1,"T14Best.2","T",0,"Total: Vacant-for-rent housing units",,,"BDS<=1"
"S10714B",2,"T14Best.3","D",1,"Vacant-for-rent; AND lacks complete kitchen or plumbing facilities","PLM=2 OR KIT=2",,"BDS=2"
"S10714B",3,"T14Best.4","S",1,"Vacant-for-rent; AND has complete kitchen and plumbing facilities","PLM=1 AND KIT=1",,"BDS>2"
"S10714B",4,"T14Best.5","S",2,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is less than or equal to RHUD30","RHUD30=1",,"HUD30=0 AND HUD50=1"
"S10714B",5,"T14Best.6","D",3,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is less than or equal to RHUD30; AND number of bedrooms is 0 or 1","BDS<=1",,"BDS<=1"
"S10714B",6,"T14Best.7","D",3,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is less than or equal to RHUD30; AND number of bedrooms is 2","BDS=2",,"BDS=2"
"S10714B",7,"T14Best.8","D",3,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is less than or equal to RHUD30; AND number of bedrooms is 3 or more","BDS>2",,"BDS>2"
"S10714B",8,"T14Best.9","S",2,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is greater than RHUD30 but less than or equal to RHUD50","RHUD30=0 AND RHUD50=1",,"HUD50=0 AND HUD80=1"
"S10714B",9,"T14Best.10","D",3,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is greater than RHUD30 but less than or equal to RHUD50; AND number of bedrooms is 0 or 1","BDS<=1",,"BDS<=1"
"S10714B",10,"T14Best.11","D",3,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is greater than RHUD30 but less than or equal to RHUD50; AND number of bedrooms is 2","BDS=2",,"BDS=2"
"S10714B",11,"T14Best.12","D",3,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is greater than RHUD30 but less than or equal to RHUD50; AND number of bedrooms is 3 or more","BDS>2",,"BDS>2"
"S10714B",12,"T14Best.13","S",2,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is greater than RHUD50 but less than or equal to RHUD80","RHUD50=0 AND RHUD80=1",,"HUD80=0 AND HUD95=1"
"S10714B",13,"T14Best.14","D",3,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is greater than RHUD50 but less than or equal to RHUD80; AND number of bedrooms is 0 or 1","BDS<=1",,"BDS<=1"
"S10714B",14,"T14Best.15","D",3,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is greater than RHUD50 but less than or equal to RHUD80; AND number of bedrooms is 2","BDS=2",,"BDS=2"
"S10714B",15,"T14Best.16","D",3,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is greater than RHUD50 but less than or equal to RHUD80; AND number of bedrooms is 3 or more","BDS>2",,"BDS>2"
"S10714B",16,"T14Best.17","S",2,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is greater than RHUD80","RHUD80=0",,"HUD95=0"
"S10714B",17,"T14Best.18","D",3,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is greater than RHUD80; AND number of bedrooms is 0 or 1","BDS<=1",,"BDS<=1"
"S10714B",18,"T14Best.19","D",3,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is greater than RHUD80; AND number of bedrooms is 2","BDS=2",,"BDS=2"
"S10714B",19,"T14Best.20","D",3,"Vacant-for-rent; AND housing unit has complete kitchen and plumbing facilities; AND rent is greater than RHUD80; AND number of bedrooms is 3 or more","BDS>2",,"BDS>2"
"S10715A",1,"T15Aest.1","T",0,"Total: Owner occupied housing units with a mortgage",,,"VHUD50=0 AND VHUD80=1"
"S10715A",2,"T15Aest.2","D",1,"Owner occupied with mortgage; AND lacks complete kitchen or plumbing facilities","PLM=2 OR KIT=2",,"HUD30=1"
"S10715A",3,"T15Aest.3","S",1,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities","PLM=1 AND KIT=1",,"BDS<=1"
"S10715A",4,"T15Aest.4","S",2,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50","VHUD50=1",,"BDS=2"
"S10715A",5,"T15Aest.5","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,"BDS>2"
"S10715A",6,"T15Aest.6","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is less than or equal to 30% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"HUD30=0 AND HUD50=1"
"S10715A",7,"T15Aest.7","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is less than or equal to 30% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS<=1"
"S10715A",8,"T15Aest.8","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is less than or equal to 30% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"BDS=2"
"S10715A",9,"T15Aest.9","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,"BDS>2"
"S10715A",10,"T15Aest.10","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"HUD50=0 AND HUD80=1"
"S10715A",11,"T15Aest.11","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS<=1"
"S10715A",12,"T15Aest.12","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"BDS=2"
"S10715A",13,"T15Aest.13","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 50% but less than or equal to 80% of HAMFI","HUD50=0 AND HUD80=1",,"BDS>2"
"S10715A",14,"T15Aest.14","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"HUD80=0 AND HUD95=1"
"S10715A",15,"T15Aest.15","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS<=1"
"S10715A",16,"T15Aest.16","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"BDS=2"
"S10715A",17,"T15Aest.17","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,"BDS>2"
"S10715A",18,"T15Aest.18","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"HUD95=0"
"S10715A",19,"T15Aest.19","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS<=1"
"S10715A",20,"T15Aest.20","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"BDS=2"
"S10715A",21,"T15Aest.21","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 95% of HAMFI","HUD95=0",,"BDS>2"
"S10715A",22,"T15Aest.22","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 95% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"VHUD80=0 AND VHUD100=1"
"S10715A",23,"T15Aest.23","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 95% of HAMFI; AND number of bedrooms is 2","BDS=2",,"HUD30=1"
"S10715A",24,"T15Aest.24","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is less than or equal to VHUD50; AND household income is greater than 95% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"BDS<=1"
"S10715A",25,"T15Aest.25","S",2,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80","VHUD50=0 AND VHUD80=1",,"BDS=2"
"S10715A",26,"T15Aest.26","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,"BDS>2"
"S10715A",27,"T15Aest.27","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is less than or equal to 30% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"HUD30=0 AND HUD50=1"
"S10715A",28,"T15Aest.28","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is less than or equal to 30% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS<=1"
"S10715A",29,"T15Aest.29","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is less than or equal to 30% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"BDS=2"
"S10715A",30,"T15Aest.30","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,"BDS>2"
"S10715A",31,"T15Aest.31","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"HUD50=0 AND HUD80=1"
"S10715A",32,"T15Aest.32","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND number of bedrooms is 2","BDS=2",,"BDS<=1"
"S10715A",33,"T15Aest.33","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND number of bedrooms is 3 or more","BDS>2",,"BDS=2"
"S10715A",34,"T15Aest.34","S",3,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 50% but less than or equal to 80% of HAMFI","HUD50=0 AND HUD80=1",,"BDS>2"
"S10715A",35,"T15Aest.35","D",4,"Owner occupied with mortgage; AND has complete kitchen and plumbing facilities; AND value is greater than VHUD50 but less than or equal to VHUD80; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND number of bedrooms is 0 or 1","BDS<=1",,"HUD80=0 AND HUD95=1"
